Species	Genus	Family	SubFamily	MajorGroup
Liolaemus_riojanus	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_robertmertensi	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_robustus	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_rothi	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_ruibali	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_sagei	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_salinicola	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_sarmientoi	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_saxatilis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_scapularis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_schroederi	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_scolaroi	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_scorialis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_senguer	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_septentrionalis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_shitan	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_signifer	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_silvai	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_silvanae	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_sitesi	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_smaug	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_somuncurae	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_stolzmanni	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_tacnae	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_talampaya	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_tari	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_tehuelche	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_telsen	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_tenuis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_thermarum	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_thomasi	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_torresi	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_tregenzai	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_tristis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_tromen	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_tulkas	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_umbrifer	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_uniformis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_uptoni	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_uspallatensis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_vallecurensis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_velosoi	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_walkeri	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_wari	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_wiegmannii	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_williamsi	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_xanthoviridis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_yanalcu	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_zabalai	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_zapallarensis	Liolaemus	Liolaemidae	NA	Pleurodonta
Liolaemus_zullyae	Liolaemus	Liolaemidae	NA	Pleurodonta
Lophocalotes_achlios	Lophocalotes	Agamidae	Draconinae	Acrodonta
Lophocalotes_ludekingi	Lophocalotes	Agamidae	Draconinae	Acrodonta
Lophognathus_burnsi	Lophognathus	Agamidae	Amphibolurinae	Acrodonta
Lophognathus_gilberti	Lophognathus	Agamidae	Amphibolurinae	Acrodonta
Lophosaurus_boydii	Lophosaurus	Agamidae	Amphibolurinae	Acrodonta
Lophosaurus_dilophus	Lophosaurus	Agamidae	Amphibolurinae	Acrodonta
Lophosaurus_spinipes	Lophosaurus	Agamidae	Amphibolurinae	Acrodonta
Lyriocephalus_scutatus	Lyriocephalus	Agamidae	Draconinae	Acrodonta
Malayodracon_robinsonii	Malayodracon	Agamidae	Draconinae	Acrodonta
Mantheyus_phuwuanensis	Mantheyus	Agamidae	Draconinae	Acrodonta
Microlophus_albemarlensis	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_atacamensis	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_bivittatus	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_delanonis	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_duncanensis	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_grayii	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_habelii	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_heterolepis	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_indefatigabilis	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_jacobii	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_koepckeorum	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_occipitalis	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_pacificus	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_peruvianus	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_quadrivittatus	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_stolzmanni	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_theresiae	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_theresioides	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_thoracicus	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_tigris	Microlophus	Tropiduridae	NA	Pleurodonta
Microlophus_yanezi	Microlophus	Tropiduridae	NA	Pleurodonta
Moloch_horridus	Moloch	Agamidae	Amphibolurinae	Acrodonta
Morunasaurus_annularis	Morunasaurus	Hoplocercidae	NA	Pleurodonta
Nadzikambia_baylissi	Nadzikambia	Chamaeleonidae	NA	Acrodonta
Nadzikambia_mlanjensis	Nadzikambia	Chamaeleonidae	NA	Acrodonta
Oplurus_cuvieri	Oplurus	Opluridae	NA	Pleurodonta
Oplurus_cyclurus	Oplurus	Opluridae	NA	Pleurodonta
Oplurus_fierinensis	Oplurus	Opluridae	NA	Pleurodonta
Oplurus_grandidieri	Oplurus	Opluridae	NA	Pleurodonta
Oplurus_quadrimaculatus	Oplurus	Opluridae	NA	Pleurodonta
Oplurus_saxicola	Oplurus	Opluridae	NA	Pleurodonta
Otocryptis_beddomei	Otocryptis	Agamidae	Draconinae	Acrodonta
Otocryptis_wiegmanni	Otocryptis	Agamidae	Draconinae	Acrodonta
Palleon_lolontany	Palleon	Chamaeleonidae	NA	Acrodonta
Palleon_nasus	Palleon	Chamaeleonidae	NA	Acrodonta
Paralaudakia_caucasia	Paralaudakia	Agamidae	Agaminae	Acrodonta
Paralaudakia_erythrogaster	Paralaudakia	Agamidae	Agaminae	Acrodonta
Paralaudakia_himalayana	Paralaudakia	Agamidae	Agaminae	Acrodonta
Paralaudakia_lehmanni	Paralaudakia	Agamidae	Agaminae	Acrodonta
Paralaudakia_microlepis	Paralaudakia	Agamidae	Agaminae	Acrodonta
Paralaudakia_stoliczkana	Paralaudakia	Agamidae	Agaminae	Acrodonta
Petrosaurus_mearnsi	Petrosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Petrosaurus_repens	Petrosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Petrosaurus_thalassinus	Petrosaurus	Phrynosomatidae	Sceloporinae	Pleurodonta
Phoxophrys_nigrilabris	Phoxophrys	Agamidae	Draconinae	Acrodonta
Phrynocephalus_ahvazicus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_arabicus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_axillaris	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_clarkorum	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_erythrurus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_forsythii	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_golubewii	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_guttatus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_helioscopus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_interscapularis	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_luteoguttatus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_maculatus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_mystaceus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_ornatus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_persicus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_przewalskii	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_putjatai	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_raddei	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_reticulatus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_roborowskii	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_rossikowi	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_sakoi	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_scutellatus	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_strauchi	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_theobaldi	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_versicolor	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynocephalus_vlangalii	Phrynocephalus	Agamidae	Agaminae	Acrodonta
Phrynosoma_asio	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_blainvillii	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_braconnieri	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_cerroense	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_cornutum	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_coronatum	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_ditmarsi	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_douglasii	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_goodei	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_hernandesi	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_mcallii	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_modestum	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_orbiculare	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_platyrhinos	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_sherbrookei	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_solare	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_taurus	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phrynosoma_wigginsi	Phrynosoma	Phrynosomatidae	Phrynosomatinae	Pleurodonta
Phymaturus_aguedae	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_alicahuense	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_antofagastensis	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_bibronii	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_cacivioi	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_calcogaster	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_camilae	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_castillensis	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_ceii	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_damasense	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_darwini	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_delheyi	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_denotatus	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_dorsimaculatus	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_etheridgei	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_excelsus	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_extrilidus	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_felixi	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_indistinctus	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_laurenti	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_mallimaccii	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_manuelae	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_maulense	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_nevadoi	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_palluma	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_patagonicus	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_payuniae	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_punae	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_querque	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_rahuensis	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_roigorum	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_sinervoi	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_sitesi	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_somuncurensis	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_spectabilis	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_spurcus	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_tenebrosus	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_tromen	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_verdugo	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_videlai	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_vociferator	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_williamsi	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_yachanana	Phymaturus	Liolaemidae	NA	Pleurodonta
Phymaturus_zapalensis	Phymaturus	Liolaemidae	NA	Pleurodonta
Physignathus_cocincinus	Physignathus	Agamidae	Amphibolurinae	Acrodonta
Plica_lumaria	Plica	Tropiduridae	NA	Pleurodonta
Plica_plica	Plica	Tropiduridae	NA	Pleurodonta
Plica_umbra	Plica	Tropiduridae	NA	Pleurodonta
Pogona_barbata	Pogona	Agamidae	Amphibolurinae	Acrodonta
Pogona_henrylawsoni	Pogona	Agamidae	Amphibolurinae	Acrodonta
Pogona_minima	Pogona	Agamidae	Amphibolurinae	Acrodonta
Pogona_minor	Pogona	Agamidae	Amphibolurinae	Acrodonta
Pogona_mitchelli	Pogona	Agamidae	Amphibolurinae	Acrodonta
Pogona_nullarbor	Pogona	Agamidae	Amphibolurinae	Acrodonta
Pogona_vitticeps	Pogona	Agamidae	Amphibolurinae	Acrodonta
Polychrus_acutirostris	Polychrus	Polychrotidae	NA	Pleurodonta
Polychrus_auduboni	Polychrus	Polychrotidae	NA	Pleurodonta
Polychrus_femoralis	Polychrus	Polychrotidae	NA	Pleurodonta
Polychrus_gutturosus	Polychrus	Polychrotidae	NA	Pleurodonta
Polychrus_jacquelinae	Polychrus	Polychrotidae	NA	Pleurodonta
Polychrus_liogaster	Polychrus	Polychrotidae	NA	Pleurodonta
Polychrus_marmoratus	Polychrus	Polychrotidae	NA	Pleurodonta
Polychrus_peruvianus	Polychrus	Polychrotidae	NA	Pleurodonta
Pristidactylus_achalensis	Pristidactylus	Leiosauridae	Leiosaurinae	Pleurodonta
Pristidactylus_araucanus	Pristidactylus	Leiosauridae	Leiosaurinae	Pleurodonta
Pristidactylus_fasciatus	Pristidactylus	Leiosauridae	Leiosaurinae	Pleurodonta
Pristidactylus_nigroiugulus	Pristidactylus	Leiosauridae	Leiosaurinae	Pleurodonta
Pristidactylus_scapulatus	Pristidactylus	Leiosauridae	Leiosaurinae	Pleurodonta
Pristidactylus_torquatus	Pristidactylus	Leiosauridae	Leiosaurinae	Pleurodonta
Psammophilus_dorsalis	Psammophilus	Agamidae	Draconinae	Acrodonta
Pseudocalotes_baliomus	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_brevipes	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_cybelidermus	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_drogon	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_flavigula	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_floweri	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_guttalineatus	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_kakhienensis	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_kingdonwardi	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_larutensis	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_microlepis	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_rhaegal	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_rhammanotus	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_tympanistriga	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudocalotes_viserion	Pseudocalotes	Agamidae	Draconinae	Acrodonta
Pseudotrapelus_aqabensis	Pseudotrapelus	Agamidae	Agaminae	Acrodonta
Pseudotrapelus_chlodnickii	Pseudotrapelus	Agamidae	Agaminae	Acrodonta
Pseudotrapelus_dhofarensis	Pseudotrapelus	Agamidae	Agaminae	Acrodonta
Pseudotrapelus_jensvindumi	Pseudotrapelus	Agamidae	Agaminae	Acrodonta
Pseudotrapelus_neumanni	Pseudotrapelus	Agamidae	Agaminae	Acrodonta
Pseudotrapelus_sinaitus	Pseudotrapelus	Agamidae	Agaminae	Acrodonta
Ptyctolaemus_collicristatus	Ptyctolaemus	Agamidae	Draconinae	Acrodonta
Ptyctolaemus_gularis	Ptyctolaemus	Agamidae	Draconinae	Acrodonta
Rankinia_diemensis	Rankinia	Agamidae	Amphibolurinae	Acrodonta
Rhampholeon_acuminatus	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_beraduccii	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_boulengeri	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_chapmanorum	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_gorongosae	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_hattinghi	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_marshalli	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_moyeri	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_nchisiensis	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_platyceps	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_spectrum	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_spinosus	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_temporalis	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_uluguruensis	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rhampholeon_viridis	Rhampholeon	Chamaeleonidae	NA	Acrodonta
Rieppeleon_brachyurus	Rieppeleon	Chamaeleonidae	NA	Acrodonta
Rieppeleon_brevicaudatus	Rieppeleon	Chamaeleonidae	NA	Acrodonta
Rieppeleon_kerstenii	Rieppeleon	Chamaeleonidae	NA	Acrodonta
Saara_asmussi	Saara	Agamidae	Uromastycinae	Acrodonta
Saara_hardwickii	Saara	Agamidae	Uromastycinae	Acrodonta
Saara_loricata	Saara	Agamidae	Uromastycinae	Acrodonta
Salea_anamallayana	Salea	Agamidae	Draconinae	Acrodonta
Salea_horsfieldii	Salea	Agamidae	Draconinae	Acrodonta
Sarada_darwini	Sarada	Agamidae	Draconinae	Acrodonta
Sarada_deccanensis	Sarada	Agamidae	Draconinae	Acrodonta
Sarada_superba	Sarada	Agamidae	Draconinae	Acrodonta
Sauromalus_ater	Sauromalus	Iguanidae	NA	Pleurodonta
Sauromalus_hispidus	Sauromalus	Iguanidae	NA	Pleurodonta
Sauromalus_klauberi	Sauromalus	Iguanidae	NA	Pleurodonta
Sauromalus_varius	Sauromalus	Iguanidae	NA	Pleurodonta
Sceloporus_acanthinus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_adleri	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_aeneus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_anahuacus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_angustus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_arenicolus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_asper	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_aurantius	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_aureolus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_bicanthalis	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_bimaculosus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_bulleri	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_carinatus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_cautus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_chaneyi	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_chrysostictus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_clarkii	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_consobrinus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_couchii	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_cowlesi	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_cozumelae	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_cryptus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_cyanogenys	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_cyanostictus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_druckercolini	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_dugesii	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_edwardtaylori	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_exsul	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_formosus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_gadoviae	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_gadsdeni	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_goldmani	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_graciosus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_grammicus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_grandaevus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_heterolepis	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_horridus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_hunsakeri	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_insignis	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_internasalis	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_jalapae	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_jarrovii	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_licki	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_lineatulus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_lundelli	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_macdougalli	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_maculosus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_magister	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_malachiticus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_megalepidurus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_melanorhinus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_merriami	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_minor	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_mucronatus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_nelsoni	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_occidentalis	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_ochoterenae	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_olivaceus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_orcutti	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_ornatus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_palaciosi	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_parvus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_pictus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_poinsettii	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
Sceloporus_pyrocephalus	Sceloporus	Phrynosomatidae	Sceloporinae	Pleurodonta
